sample_id,onset,offset,label
1217,0.0,10.0,82
1220,0.01,10.0,41
1221,0.01,10.0,73
1222,0.0,10.0,73
1223,0.0,10.0,73
1224,0.0,10.0,73
1225,0.0,9.44,73
1226,3.01,10.0,46
1227,0.0,6.99,46
1228,0.72,10.0,49
1229,0.0,10.0,49
1230,0.0,10.0,49
1231,0.0,9.28,49
1240,0.33,10.0,43
1241,0.04,8.0,82
1242,0.43,10.0,31
1243,0.0,10.0,31
1244,0.0,10.0,31
1245,0.0,10.0,31
1246,0.0,9.57,31
1249,0.0,10.0,53
1250,0.0,10.0,53
1251,0.0,10.0,53
1252,8.07,10.0,46
1253,3.74,8.77,65
1255,0.0,10.0,40
1256,0.0,10.0,40
1257,0.74,10.0,39
1258,0.0,10.0,39
1259,0.0,9.26,39
1260,0.0,9.63,64
1262,0.77,10.0,53
1263,0.0,10.0,8
1264,0.0,10.0,8
1265,0.0,10.0,8
1266,0.0,10.0,8
1267,0.0,10.0,8
1268,1.59,8.4,83
1272,4.1,10.0,14
1273,0.0,10.0,14
1274,0.0,10.0,14
1275,0.0,10.0,14
1276,0.0,5.9,14
1277,0.0,10.0,32
1278,0.0,10.0,36
1279,0.0,10.0,13
1280,0.0,10.0,13
1281,0.0,10.0,13
1282,0.0,10.0,13
1283,0.0,10.0,13
1284,0.0,10.0,13
1285,0.0,10.0,13
1286,0.0,10.0,13
1288,0.01,10.0,8
1289,0.0,10.0,8
1290,0.0,10.0,8
1291,0.01,10.0,66
1295,0.47,10.0,46
1296,0.0,9.52,46
1297,3.14,10.0,20
1298,0.01,7.08,64
1300,3.07,9.99,15
1301,0.02,10.0,2
1302,3.8,10.0,19
1303,0.01,10.0,32
1305,0.01,10.0,16
1306,0.0,10.0,16
1307,0.0,10.0,16
1308,0.0,10.0,16
1309,0.0,10.0,16
1310,0.0,10.0,16
1311,0.73,10.0,13
1312,0.0,10.0,36
1313,0.0,10.0,36
1314,0.0,10.0,36
1320,0.01,10.0,45
1321,0.0,10.0,45
1322,3.4,9.99,46
1323,0.01,10.0,29
1324,0.0,10.0,29
1325,0.0,10.0,29
1326,0.0,10.0,29
1327,0.01,10.0,9
1328,0.28,10.0,13
1329,0.0,9.72,13
1330,0.0,10.0,15
1331,0.0,10.0,15
1335,0.0,9.75,63
1336,0.0,10.0,62
1337,0.0,10.0,62
1338,0.0,10.0,62
1339,0.0,10.0,62
1340,0.0,10.0,62
1341,0.0,10.0,62
1342,0.0,10.0,62
1343,0.0,10.0,56
1344,0.0,10.0,32
1345,0.0,10.0,32
1346,0.0,10.0,32
1347,0.02,10.0,28
1348,0.02,10.0,55
1349,0.0,10.0,55
1350,0.0,10.0,55
1351,0.0,10.0,55
1352,0.0,10.0,55
1353,0.0,10.0,43
1354,0.0,10.0,43
1355,0.0,10.0,43
1356,0.0,10.0,36
1357,0.0,10.0,36
1358,0.0,10.0,36
1359,0.0,10.0,9
1360,3.16,6.84,35
1362,0.0,10.0,19
1363,0.0,10.0,19
1364,0.0,10.0,19
1365,0.0,10.0,19
1367,0.0,10.0,51
1371,0.0,9.31,4
1372,0.0,10.0,69
1373,0.0,10.0,69
1374,0.0,10.0,69
1375,1.3,10.0,13
1376,0.0,10.0,13
1377,0.0,10.0,13
1379,1.69,10.0,55
1380,0.0,10.0,55
1381,0.0,9.88,55
1382,0.41,9.59,37
1383,2.83,10.0,57
1384,0.0,10.0,57
1385,0.0,10.0,57
1386,0.0,10.0,57
1387,0.0,9.98,57
1389,1.03,10.0,13
1390,0.0,7.26,13
1391,0.0,10.0,44
1392,0.0,10.0,28
1393,0.0,10.0,28
1394,0.0,10.0,4
1395,0.0,10.0,4
1396,1.13,10.0,63
1397,0.0,10.0,63
1398,0.0,10.0,63
1399,0.0,7.36,43
1401,3.15,10.0,16
1402,0.0,9.98,16
1403,0.01,10.0,18
1404,0.0,10.0,18
1405,0.23,9.94,15
1406,0.0,10.0,19
1407,0.0,10.0,31
1408,0.0,10.0,31
1409,0.0,10.0,31
1410,0.0,10.0,31
1411,0.0,10.0,31
1412,0.0,10.0,68
1413,0.0,10.0,68
1414,0.0,10.0,55
1415,0.0,10.0,55
1416,0.0,10.0,55
1418,0.0,10.0,63
1419,0.0,10.0,83
1420,2.14,7.86,85
1421,0.01,10.0,36
1422,0.01,10.0,32
1423,2.89,10.0,61
1424,0.0,10.0,61
1425,0.0,10.0,61
1426,0.0,10.0,61
1431,3.7,10.0,52
1432,0.0,10.0,52
1433,0.0,10.0,52
1434,0.0,10.0,52
1435,0.0,9.53,52
1436,4.45,10.0,52
1437,0.0,10.0,52
1438,0.0,10.0,52
1439,0.0,10.0,52
1440,0.0,10.0,52
1448,1.65,10.0,56
1449,0.0,10.0,56
1450,1.39,8.6,52
1451,0.01,10.0,51
1452,0.0,10.0,51
1458,0.01,10.0,15
1459,0.0,10.0,15
1462,0.01,10.0,30
1471,0.03,10.0,3
1472,0.0,10.0,3
1473,0.0,10.0,3
1474,0.0,10.0,3
1475,0.0,10.0,3
1482,0.01,10.0,85
1483,0.0,10.0,85
1484,0.0,10.0,85
1485,0.0,10.0,85
1486,0.0,10.0,85
1487,0.01,6.0,69
1489,2.57,10.0,13
1490,0.0,10.0,13
1491,0.0,10.0,13
1492,0.0,7.24,13
1496,5.34,10.0,19
1497,0.0,10.0,19
1498,0.0,10.0,19
1499,0.0,10.0,19
1500,0.0,7.47,19
1501,0.01,10.0,19
1502,0.0,10.0,59
1507,0.38,10.0,14
1508,0.0,10.0,14
1509,0.0,10.0,14
1510,0.0,10.0,14
1514,0.0,10.0,52
1515,0.0,10.0,52
1516,0.0,10.0,52
1521,0.0,10.0,23
1522,0.0,10.0,23
1523,0.0,10.0,23
1524,0.0,10.0,23
1525,0.0,10.0,23
1526,0.0,10.0,44
1527,0.0,10.0,44
1528,0.0,10.0,44
1529,0.0,10.0,44
1530,0.0,10.0,44
1531,0.0,8.04,63
1532,0.0,10.0,12
1541,1.51,8.49,52
1542,3.25,10.0,18
1543,0.0,10.0,18
1544,2.47,10.0,57
1545,0.0,10.0,57
1546,0.0,10.0,57
1547,0.14,10.0,43
1548,0.0,10.0,43
1552,0.1,10.0,39
1562,0.0,10.0,64
1563,3.78,6.23,6
1564,3.77,10.0,68
1565,0.0,10.0,68
1566,0.0,10.0,68
1567,0.27,5.96,32
1568,0.0,10.0,42
1570,2.88,9.97,72
1571,2.75,10.0,55
1572,0.0,10.0,55
1573,0.0,10.0,55
1574,0.0,7.25,55
1575,2.28,7.72,9
1576,1.32,5.55,65
1577,0.03,7.31,32
1578,0.07,3.96,22
1585,3.42,10.0,18
1586,0.0,10.0,18
1587,0.0,10.0,18
1588,0.0,10.0,18
1589,0.0,10.0,18
1590,0.18,10.0,76
1591,0.0,10.0,76
1592,0.0,10.0,76
1593,0.0,10.0,76
1594,0.06,10.0,26
1595,0.0,10.0,26
1596,0.01,10.0,64
1597,0.0,10.0,64
1598,3.73,6.27,46
1599,3.73,6.27,78
1607,0.01,10.0,40
1608,0.0,10.0,40
1609,0.0,10.0,40
1610,1.58,10.0,50
1611,0.0,8.42,50
1612,0.0,5.87,57
1613,2.88,10.0,26
1614,0.0,10.0,26
1615,0.0,10.0,26
1616,1.82,10.0,26
1617,0.0,10.0,26
1618,0.0,10.0,26
1619,0.0,10.0,26
1620,0.04,10.0,54
1621,0.0,9.97,54
1622,0.0,10.0,60
1623,0.0,10.0,60
1629,0.12,10.0,9
1630,0.0,10.0,9
1631,0.02,10.0,18
1632,0.0,10.0,18
1635,0.65,10.0,57
1636,0.0,10.0,57
1637,0.0,10.0,57
1638,0.0,10.0,57
1641,0.16,10.0,26
1642,0.0,10.0,26
1643,0.0,10.0,26
1644,0.0,10.0,26
1645,0.0,10.0,26
1648,0.0,10.0,75
